account,classification,trades,total_pnl,avg_pnl,win_rate,avg_trade_size
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Extreme Fear,143,2037.258612,14.24656372027972,0.3076923076923077,1024.4990209790208
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Extreme Greed,171,73192.077142,428.02384293567246,0.8947368421052632,619.9583040935672
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Fear,359,2040.359057,5.683451412256267,0.2200557103064067,849.9995264623956
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Greed,241,30203.401038,125.32531551037344,0.5062240663900415,551.6468879668049
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Neutral,61,1258.120923,20.624933163934426,0.3770491803278688,613.8450819672132
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Extreme Fear,509,33980.0,66.75834970530452,0.6129666011787819,6242.196836935167
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Extreme Greed,98,0.0,0.0,0.0,18481.63244897959
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Fear,311,-58219.752261,-187.20177575884244,0.1607717041800643,4277.756430868168
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Greed,593,453595.31817600003,764.9162195210793,0.31703204047217537,8515.413979763913
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Neutral,79,0.0,0.0,0.0,1341.7722784810126
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Extreme Fear,221,198900.56161,900.0025412217195,0.42081447963800905,2613.952760180995
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Extreme Greed,227,573.585288,2.526807436123348,0.004405286343612335,2593.1634801762116
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Fear,431,144514.3446,335.30010348027844,0.6450116009280742,1465.772505800464
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Greed,488,21077.717,43.192043032786884,0.12295081967213115,2096.6078483606557
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Neutral,57,-4526.698469,-79.41576261403509,0.0,2478.0915789473684
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Extreme Fear,316,25672.838055,81.24315840189874,0.9145569620253164,3415.97420886076
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Extreme Greed,3831,210726.855269,55.00570484703732,0.8546071521795876,3175.167734273036
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Fear,1664,49364.275663,29.66603104747596,0.7794471153846154,1993.2188882211537
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2618,95937.394195,36.64529953972498,0.807868601986249,2491.9091978609626
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Neutral,1464,-2605.9564710000004,-1.7800249118852463,0.7151639344262295,1806.9995150273223
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Extreme Fear,825,3222.822132,3.9064510690909087,0.47393939393939394,3452.067006060606
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Extreme Greed,3,1260.832586,420.2775286666667,0.3333333333333333,6260.16
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Fear,544,4036.552319,7.420132939338235,0.46875,3684.659411764706
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Greed,83,6775.291988000001,81.63002395180725,0.5301204819277109,3970.946987951807
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Neutral,104,-395.0559780000001,-3.798615173076924,0.1346153846153846,6189.474711538462
0x8170715b3b381dffb7062c0298972d4727a0a63b,Extreme Fear,159,12713.493131000001,79.9590762955975,0.27672955974842767,5132.397861635221
0x8170715b3b381dffb7062c0298972d4727a0a63b,Extreme Greed,98,-19135.913281,-195.26442123469388,0.05102040816326531,2105.433775510204
0x8170715b3b381dffb7062c0298972d4727a0a63b,Fear,1745,151292.732859,86.7007065094556,0.2968481375358166,2389.899759312321
0x8170715b3b381dffb7062c0298972d4727a0a63b,Greed,1653,-360101.898234,-217.8474883448276,0.5468844525105868,1759.3724621899578
0x8170715b3b381dffb7062c0298972d4727a0a63b,Neutral,946,47610.460743999996,50.32818260465116,0.30655391120507397,2159.362156448203
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Extreme Fear,49,-4825.496358,-98.47951751020409,0.20408163265306123,5908.287346938776
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Extreme Greed,80,11.717676000000012,0.14647095000000016,0.025,1690.14075
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Fear,55,258.41533,4.698460545454545,0.34545454545454546,1826.8996363636363
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Greed,297,57108.9113,192.28589663299664,0.48148148148148145,24725.104646464646
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Neutral,1430,12960.109958,9.063013956643356,0.3195804195804196,2888.5457832167835
0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Fear,539,1774.309786,3.2918548905380334,0.2504638218923933,1370.6364564007422
0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Greed,3986,56071.411052999996,14.067087569744103,0.3361766181635725,941.3951530356247
0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,1474,9299.484548,6.309012583446404,0.32700135685210313,802.2292537313432
0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,6804,-24036.539128,-3.5327071028806585,0.19914756025867136,672.7898089359201
0x8477e447846c758f5a675856001ea72298fd9cb5,Neutral,2195,808.3427170000001,0.368265474715262,0.28109339407744877,935.5193302961276
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Extreme Fear,68,3425.96095,50.38177867647059,0.4852941176470588,9608.110294117647
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Extreme Greed,1549,63520.274683,41.00727868495804,0.27953518398967075,2366.0607617817946
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Fear,191,-621.54506,-3.254162617801047,0.0,7921.723298429319
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Greed,1199,60254.251561,50.253754429524605,0.3377814845704754,3948.5062552126774
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Neutral,45,0.0,0.0,0.0,9481.510444444444
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Fear,270,1011.258943,3.745403492592593,0.22592592592592592,601.996925925926
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Greed,3497,47791.247782,13.666356243065485,0.4235058621675722,1668.89697169002
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Fear,2324,12934.469345,5.565606430722891,0.31841652323580033,1171.4685886402754
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Greed,4115,35098.877549,8.529496366707168,0.33754556500607535,1174.6497837181046
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Neutral,5399,9467.021637,1.7534768729394332,0.31950361177995923,1169.3571476199297
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Fear,5,-961.048507,-192.2097014,0.0,292.026
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Greed,256,46411.26711,181.2940121484375,0.51953125,1632.78890625
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,44,-16719.913714000002,-379.9980389545455,0.06818181818181818,7128.183863636363
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Greed,108,44169.810737,408.9797290462963,0.9537037037037037,1185.982962962963
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Neutral,4,-53.631353999999995,-13.407838499999999,0.0,157.265
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Extreme Fear,80,622.41079,7.780134875,0.075,3958.3206250000003
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Extreme Greed,190,20925.513222,110.13428011578948,0.5526315789473685,3387.3391578947367
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Fear,123,8129.3406589999995,66.09220047967479,0.34959349593495936,2388.1569105691055
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Greed,170,38168.35486,224.51973447058822,0.4470588235294118,2490.7195882352944
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Extreme Fear,17,0.0,0.0,0.0,2238.4694117647055
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Extreme Greed,5,15.24474,3.048948,0.2,1729.47
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Fear,455,14542.702934,31.96198447032967,0.3274725274725275,7556.169428571428
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Greed,5,43.2005,8.6401,0.4,1816.5700000000002
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Neutral,52,7157.683579,137.64776113461537,0.38461538461538464,18355.422884615386
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Fear,739,9544.906134,12.915975824086605,0.3112313937753721,1679.102043301759
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Greed,1643,1105304.859175,672.7357633444918,0.5100426049908704,3141.527096774193
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,3005,93165.161357,31.003381483194676,0.3271214642262895,1594.6896938435941
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,5889,534058.23633,90.68742338767193,0.27322125997622687,6161.486004415011
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,3457,401309.434693,116.08603838385883,0.3780734741105004,2621.9688140005783
0xb899e522b5715391ae1d4f137653e7906c5e2115,Extreme Fear,1577,-33221.806818,-21.06645961826252,0.33608116677235256,20678.869264426125
0xb899e522b5715391ae1d4f137653e7906c5e2115,Fear,2947,51692.358711,17.540671432304038,0.5110281642348151,23308.947170003394
0xb899e522b5715391ae1d4f137653e7906c5e2115,Neutral,314,4017.948928,12.796015694267515,0.27388535031847133,24124.194140127387
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Extreme Fear,4480,261917.977792,58.46383432857143,0.3794642857142857,4447.5240379464285
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Fear,12437,620872.375844,49.92139389273941,0.4982712872879312,3275.304973064244
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Greed,5,4.672458,0.9344916,0.2,71.23400000000001
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Neutral,4270,57368.780126,13.435311504918033,0.47096018735363,1727.4258618266979
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Fear,387,37712.523408999994,97.44838090180878,0.25064599483204136,10015.927416020671
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Greed,310,6053.160569999998,19.526324419354832,0.08387096774193549,2881.2370967741936
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Fear,1181,236797.727737,200.50612001439458,0.4987298899237934,9070.947688399661
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Greed,350,30258.203855,86.45201101428572,0.24285714285714285,2397.802942857143
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Neutral,413,-90302.553718,-218.6502511331719,0.16464891041162227,10692.552179176755
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Extreme Fear,5079,30774.092128,6.059084884426068,0.41327032880488285,1445.72832250443
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Extreme Greed,6723,478811.468185,71.21991197159007,0.5963111706083594,2458.4087832812734
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Fear,12901,55978.79696,4.33910526005736,0.37655995659251223,1503.4243562514534
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Greed,7338,243399.51314,33.16973468792587,0.4647042790951213,2398.693387844099
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Neutral,8143,27116.682664,3.3300605015350606,0.34778337222154,1625.9099029841582
